	city	color	doors	prise	daytime	neighborhood	car_age	found
3127	Chelyabinsk	grey	5+	700-1000k	evening	good	5+	found
3128	Novosibirsk	grey	2	200-300k	afternoon	bad	1	not found
3129	Saint Petersburg	white	5+	200-300k	night	mixed	4	not found
3130	Novosibirsk	blue	2	700-1000k	morning	bad	4	not found
3131	Saint Petersburg	black	4	500-700k	afternoon	bad	1	found
3132	Samara	red	5+	1000-2000k	morning	good	3	not found
3133	Yekaterinburg	grey	5+	300-500k	afternoon	bad	1	not found
3134	Novosibirsk	red	2	2000k+	night	bad	3	found
3135	Saint Petersburg	blue	4	700-1000k	morning	good	3	not found
3136	Kazan	red	5+	2000k+	evening	mixed	5+	not found
3137	Yekaterinburg	white	4	300-500k	afternoon	bad	5+	not found
3138	Samara	blue	5+	2000k+	morning	bad	2	found
3139	Chelyabinsk	white	2	300-500k	afternoon	good	1	found
3140	Novosibirsk	grey	5+	2000k+	afternoon	bad	5+	found
3141	Chelyabinsk	black	5+	700-1000k	morning	good	3	found
3142	Saint Petersburg	red	5+	1000-2000k	afternoon	bad	1	found
3143	Saint Petersburg	grey	4	150-200k	afternoon	good	2	not found
3144	Yekaterinburg	white	5+	2000k+	afternoon	good	3	not found
3145	Chelyabinsk	black	2	2000k+	night	mixed	2	found
3146	Samara	black	5+	2000k+	afternoon	mixed	4	found
3147	Kazan	red	4	2000k+	night	bad	2	not found
3148	Chelyabinsk	blue	5+	150-200k	evening	bad	4	not found
3149	Chelyabinsk	white	4	700-1000k	afternoon	mixed	5+	not found
3150	Samara	black	5+	1000-2000k	afternoon	mixed	1	found
3151	Chelyabinsk	black	2	300-500k	evening	bad	2	found
3152	Moscow	blue	2	150-200k	afternoon	good	3	not found
3153	Novosibirsk	grey	4	200-300k	evening	good	2	found
3154	Moscow	red	4	150-200k	evening	good	3	not found
3155	Yekaterinburg	grey	2	200-300k	night	mixed	1	not found
3156	Yekaterinburg	grey	2	1000-2000k	morning	mixed	5+	found
3157	Kazan	red	4	500-700k	morning	bad	3	found
3158	Moscow	white	5+	2000k+	night	mixed	1	found
3159	Saint Petersburg	white	2	700-1000k	night	good	3	not found
3160	Kazan	black	4	500-700k	morning	bad	2	found
3161	Kazan	white	4	1000-2000k	night	bad	1	not found
3162	Moscow	white	5+	2000k+	afternoon	good	4	not found
3163	Saint Petersburg	grey	5+	2000k+	morning	bad	2	not found
3164	Moscow	red	2	150-200k	afternoon	mixed	1	found
3165	Samara	red	4	2000k+	morning	bad	1	not found
3166	Yekaterinburg	blue	4	150-200k	night	bad	4	found
3167	Kazan	grey	4	700-1000k	evening	mixed	2	found
3168	Samara	white	2	1000-2000k	night	mixed	4	not found
3169	Kazan	red	4	300-500k	night	good	3	found
3170	Samara	black	2	150-200k	night	good	5+	not found
3171	Saint Petersburg	white	4	300-500k	morning	bad	3	found
3172	Novosibirsk	white	2	1000-2000k	night	good	3	found
3173	Chelyabinsk	grey	5+	1000-2000k	evening	bad	2	not found
3174	Kazan	black	4	150-200k	morning	bad	2	found
3175	Yekaterinburg	white	4	200-300k	afternoon	bad	5+	not found
3176	Saint Petersburg	blue	4	150-200k	evening	bad	1	found
3177	Samara	blue	4	150-200k	night	mixed	4	not found
3178	Yekaterinburg	red	2	300-500k	afternoon	good	2	found
3179	Saint Petersburg	grey	2	500-700k	night	mixed	3	found
3180	Kazan	red	4	2000k+	night	bad	3	found
3181	Yekaterinburg	red	2	200-300k	evening	good	4	found
3182	Samara	blue	4	200-300k	afternoon	mixed	2	found
3183	Samara	blue	2	2000k+	afternoon	mixed	5+	found
3184	Samara	grey	5+	500-700k	afternoon	mixed	2	not found
3185	Kazan	grey	4	150-200k	night	bad	5+	found
3186	Novosibirsk	grey	5+	1000-2000k	night	bad	3	found
3187	Yekaterinburg	red	4	700-1000k	night	bad	4	found
3188	Yekaterinburg	blue	4	1000-2000k	morning	bad	5+	not found
3189	Moscow	blue	5+	1000-2000k	evening	good	3	found
3190	Yekaterinburg	blue	2	500-700k	afternoon	good	2	found
3191	Chelyabinsk	red	2	2000k+	morning	bad	2	not found
3192	Novosibirsk	blue	5+	2000k+	morning	bad	5+	found
3193	Kazan	red	4	150-200k	morning	good	1	found
3194	Yekaterinburg	black	4	500-700k	evening	mixed	5+	not found
3195	Yekaterinburg	red	2	2000k+	evening	good	5+	not found
3196	Moscow	grey	4	700-1000k	morning	bad	4	found
3197	Kazan	grey	4	500-700k	night	mixed	5+	found
3198	Samara	red	5+	700-1000k	morning	bad	3	not found
3199	Kazan	red	4	700-1000k	evening	bad	1	found
3200	Saint Petersburg	black	5+	2000k+	morning	bad	4	found
3201	Samara	white	4	2000k+	evening	mixed	4	not found
3202	Kazan	red	4	2000k+	morning	bad	3	found
3203	Novosibirsk	red	2	500-700k	afternoon	good	5+	not found
3204	Yekaterinburg	red	2	500-700k	night	good	5+	found
3205	Chelyabinsk	white	5+	150-200k	evening	good	2	not found
3206	Chelyabinsk	red	5+	2000k+	morning	bad	2	not found
3207	Novosibirsk	black	2	200-300k	night	mixed	1	found
3208	Chelyabinsk	grey	2	2000k+	morning	mixed	3	found
3209	Yekaterinburg	red	2	300-500k	morning	good	1	not found
3210	Samara	black	5+	150-200k	morning	mixed	4	not found
3211	Saint Petersburg	black	2	700-1000k	evening	mixed	3	not found
3212	Chelyabinsk	grey	5+	1000-2000k	afternoon	bad	2	not found
3213	Chelyabinsk	black	4	200-300k	morning	bad	3	not found
3214	Novosibirsk	white	2	700-1000k	night	good	5+	not found
3215	Novosibirsk	grey	2	300-500k	evening	bad	3	not found
3216	Moscow	white	4	150-200k	evening	mixed	2	found
3217	Kazan	white	2	2000k+	morning	mixed	3	not found
3218	Samara	red	5+	150-200k	evening	bad	5+	not found
3219	Chelyabinsk	red	2	150-200k	night	bad	2	found
3220	Chelyabinsk	blue	4	150-200k	evening	mixed	1	found
3221	Saint Petersburg	white	2	1000-2000k	evening	good	4	not found
3222	Moscow	red	5+	700-1000k	evening	bad	2	not found
3223	Saint Petersburg	red	4	150-200k	morning	mixed	1	not found
3224	Samara	grey	4	700-1000k	night	bad	1	found
3225	Novosibirsk	red	2	500-700k	morning	good	4	found
3226	Yekaterinburg	white	5+	300-500k	afternoon	bad	3	found
3227	Novosibirsk	red	5+	150-200k	afternoon	bad	4	not found
3228	Yekaterinburg	grey	4	700-1000k	night	bad	1	found
3229	Saint Petersburg	grey	4	1000-2000k	afternoon	mixed	5+	not found
3230	Kazan	grey	4	300-500k	evening	bad	4	found
3231	Yekaterinburg	red	2	300-500k	morning	bad	5+	not found
3232	Yekaterinburg	white	2	500-700k	evening	bad	4	not found
3233	Samara	grey	4	300-500k	evening	mixed	3	not found
3234	Chelyabinsk	black	5+	1000-2000k	morning	good	3	found
3235	Novosibirsk	black	2	500-700k	morning	bad	4	found
3236	Kazan	blue	2	300-500k	morning	good	1	not found
3237	Novosibirsk	red	5+	1000-2000k	evening	bad	1	not found
3238	Samara	red	4	1000-2000k	afternoon	bad	2	not found
3239	Chelyabinsk	red	5+	300-500k	afternoon	good	5+	not found
3240	Saint Petersburg	grey	5+	1000-2000k	evening	good	4	not found
3241	Moscow	blue	4	500-700k	afternoon	bad	1	not found
3242	Kazan	red	4	2000k+	morning	bad	3	not found
3243	Yekaterinburg	blue	4	500-700k	morning	bad	3	not found
3244	Kazan	white	4	200-300k	afternoon	bad	3	not found
3245	Saint Petersburg	black	5+	500-700k	morning	bad	2	found
3246	Moscow	white	2	200-300k	morning	bad	3	found
3247	Moscow	blue	4	200-300k	morning	good	4	not found
3248	Kazan	blue	2	300-500k	morning	good	4	not found
3249	Kazan	white	5+	150-200k	afternoon	mixed	1	not found
3250	Samara	black	2	700-1000k	evening	mixed	5+	found
3251	Novosibirsk	white	4	500-700k	evening	mixed	4	found
3252	Novosibirsk	black	2	700-1000k	evening	mixed	4	not found
3253	Moscow	grey	5+	150-200k	night	good	2	found
3254	Moscow	grey	5+	500-700k	morning	bad	3	not found
3255	Saint Petersburg	grey	5+	700-1000k	night	mixed	5+	found
3256	Samara	blue	4	150-200k	afternoon	good	5+	not found
3257	Novosibirsk	red	2	300-500k	night	bad	2	found
3258	Samara	red	2	150-200k	afternoon	bad	5+	found
3259	Chelyabinsk	grey	5+	1000-2000k	afternoon	good	3	not found
3260	Saint Petersburg	grey	5+	700-1000k	night	good	2	not found
3261	Chelyabinsk	red	5+	700-1000k	morning	mixed	5+	found
3262	Moscow	white	2	150-200k	afternoon	bad	4	not found
3263	Samara	black	4	150-200k	night	bad	4	found
3264	Kazan	white	4	2000k+	night	bad	2	not found
3265	Samara	white	5+	200-300k	afternoon	bad	1	not found
3266	Moscow	grey	2	1000-2000k	morning	bad	3	found
3267	Samara	grey	5+	1000-2000k	afternoon	mixed	2	not found
3268	Yekaterinburg	red	2	150-200k	afternoon	bad	1	found
3269	Novosibirsk	blue	2	500-700k	night	bad	2	not found
3270	Novosibirsk	grey	5+	700-1000k	morning	good	3	found
3271	Yekaterinburg	grey	2	150-200k	morning	good	1	found
3272	Saint Petersburg	red	4	500-700k	afternoon	good	2	not found
3273	Samara	blue	4	300-500k	afternoon	good	5+	not found
3274	Samara	white	5+	300-500k	night	bad	1	found
3275	Saint Petersburg	black	4	700-1000k	morning	mixed	5+	found
3276	Saint Petersburg	blue	5+	700-1000k	afternoon	mixed	5+	found
3277	Moscow	red	5+	700-1000k	afternoon	bad	4	found
3278	Moscow	black	4	1000-2000k	evening	good	4	not found
3279	Samara	red	5+	150-200k	evening	mixed	4	found
3280	Yekaterinburg	black	5+	700-1000k	evening	mixed	5+	not found
3281	Saint Petersburg	black	5+	2000k+	evening	good	1	found
3282	Saint Petersburg	blue	4	700-1000k	evening	bad	4	not found
3283	Kazan	blue	5+	2000k+	afternoon	mixed	1	found
3284	Novosibirsk	grey	5+	500-700k	night	bad	2	not found
3285	Yekaterinburg	red	2	200-300k	afternoon	good	3	found
3286	Saint Petersburg	red	5+	500-700k	night	bad	5+	found
3287	Chelyabinsk	red	2	1000-2000k	evening	mixed	4	not found
3288	Kazan	blue	4	200-300k	afternoon	bad	2	found
3289	Moscow	black	5+	2000k+	morning	good	5+	found
3290	Chelyabinsk	white	5+	150-200k	night	good	2	not found
3291	Samara	red	5+	200-300k	afternoon	mixed	2	found
3292	Kazan	white	5+	300-500k	evening	mixed	5+	not found
3293	Saint Petersburg	white	5+	2000k+	evening	bad	1	not found
3294	Yekaterinburg	grey	5+	2000k+	night	good	5+	found
3295	Samara	grey	2	300-500k	evening	bad	5+	found
3296	Yekaterinburg	grey	2	150-200k	night	bad	4	not found
3297	Kazan	grey	4	150-200k	evening	mixed	3	found
3298	Kazan	black	4	200-300k	morning	bad	3	found
3299	Yekaterinburg	blue	4	1000-2000k	afternoon	mixed	3	found
3300	Novosibirsk	grey	4	150-200k	morning	mixed	3	not found
3301	Chelyabinsk	red	5+	150-200k	afternoon	good	5+	not found
3302	Moscow	red	2	500-700k	afternoon	good	4	found
3303	Kazan	blue	5+	500-700k	night	bad	5+	found
3304	Novosibirsk	white	5+	1000-2000k	evening	bad	2	found
3305	Samara	blue	4	700-1000k	evening	bad	5+	found
3306	Moscow	black	5+	200-300k	morning	bad	3	not found
3307	Yekaterinburg	red	2	150-200k	afternoon	bad	4	not found
3308	Kazan	grey	4	2000k+	morning	bad	5+	not found
3309	Novosibirsk	black	2	1000-2000k	night	bad	3	found
3310	Kazan	white	4	2000k+	night	mixed	3	not found
3311	Yekaterinburg	black	5+	500-700k	afternoon	bad	4	not found
3312	Samara	red	4	500-700k	evening	bad	2	not found
3313	Kazan	grey	5+	200-300k	evening	bad	3	not found
3314	Novosibirsk	white	5+	2000k+	afternoon	good	3	found
3315	Saint Petersburg	black	4	150-200k	morning	good	3	not found
3316	Samara	black	4	500-700k	night	mixed	3	not found
3317	Samara	grey	5+	200-300k	evening	bad	1	not found
3318	Moscow	blue	5+	2000k+	afternoon	bad	2	not found
3319	Novosibirsk	blue	5+	300-500k	afternoon	bad	4	found
3320	Samara	blue	2	1000-2000k	night	good	3	found
3321	Chelyabinsk	red	4	500-700k	evening	mixed	2	found
3322	Samara	blue	4	500-700k	night	bad	3	not found
3323	Moscow	red	5+	150-200k	morning	bad	5+	found
3324	Moscow	red	2	300-500k	morning	bad	2	not found
3325	Saint Petersburg	white	4	150-200k	morning	mixed	4	not found
3326	Saint Petersburg	grey	4	1000-2000k	night	good	5+	not found
3327	Yekaterinburg	black	4	300-500k	afternoon	bad	3	not found
3328	Chelyabinsk	grey	5+	200-300k	night	bad	5+	found
3329	Kazan	red	5+	500-700k	night	bad	5+	not found
3330	Yekaterinburg	grey	4	1000-2000k	afternoon	bad	5+	found
3331	Chelyabinsk	blue	4	500-700k	night	mixed	2	found
3332	Chelyabinsk	white	2	2000k+	night	bad	4	found
3333	Yekaterinburg	white	2	200-300k	afternoon	bad	3	found
3334	Yekaterinburg	white	2	1000-2000k	evening	mixed	4	not found
3335	Saint Petersburg	grey	4	500-700k	evening	bad	1	not found
3336	Novosibirsk	white	4	150-200k	evening	good	5+	not found
3337	Moscow	white	4	1000-2000k	night	bad	5+	not found
3338	Novosibirsk	black	5+	150-200k	morning	mixed	2	not found
3339	Moscow	white	5+	200-300k	morning	good	4	not found
3340	Moscow	blue	5+	500-700k	evening	bad	4	not found
3341	Moscow	grey	5+	200-300k	night	mixed	3	found
3342	Kazan	red	4	1000-2000k	afternoon	good	4	not found
3343	Kazan	red	2	1000-2000k	night	bad	3	not found
3344	Kazan	black	2	150-200k	evening	mixed	5+	found
3345	Yekaterinburg	grey	4	700-1000k	morning	good	3	not found
3346	Samara	grey	5+	2000k+	afternoon	good	3	not found
3347	Novosibirsk	red	5+	150-200k	night	mixed	4	found
3348	Saint Petersburg	blue	5+	1000-2000k	morning	bad	5+	not found
3349	Saint Petersburg	red	2	200-300k	afternoon	bad	5+	not found
3350	Chelyabinsk	blue	5+	150-200k	afternoon	bad	5+	not found
3351	Yekaterinburg	red	5+	200-300k	afternoon	mixed	3	not found
3352	Kazan	white	5+	150-200k	morning	good	5+	not found
3353	Samara	red	2	2000k+	morning	bad	2	not found
3354	Kazan	blue	4	200-300k	morning	good	5+	found
3355	Kazan	grey	4	300-500k	morning	mixed	5+	found
3356	Samara	black	2	150-200k	afternoon	bad	2	not found
3357	Saint Petersburg	white	5+	2000k+	afternoon	good	2	found
3358	Moscow	grey	5+	1000-2000k	afternoon	mixed	1	found
3359	Novosibirsk	white	4	150-200k	morning	mixed	4	not found
3360	Kazan	white	5+	2000k+	afternoon	bad	5+	not found
3361	Saint Petersburg	black	2	1000-2000k	evening	bad	1	found
3362	Samara	grey	4	1000-2000k	afternoon	good	4	found
3363	Samara	blue	4	150-200k	night	good	4	found
3364	Moscow	black	2	2000k+	afternoon	bad	3	not found
3365	Kazan	red	4	200-300k	evening	bad	1	found
3366	Yekaterinburg	red	5+	300-500k	night	good	2	not found
3367	Samara	white	2	300-500k	evening	bad	3	found
3368	Moscow	grey	5+	500-700k	night	bad	4	found
3369	Samara	black	2	300-500k	evening	mixed	1	not found
3370	Yekaterinburg	white	4	150-200k	evening	good	2	found
3371	Moscow	red	4	2000k+	afternoon	bad	1	found
3372	Moscow	grey	5+	2000k+	morning	bad	4	not found
3373	Moscow	white	5+	1000-2000k	night	bad	1	found
3374	Chelyabinsk	white	2	1000-2000k	afternoon	bad	3	not found
3375	Yekaterinburg	white	2	500-700k	evening	bad	4	not found
3376	Chelyabinsk	black	4	700-1000k	morning	good	1	not found
3377	Samara	white	5+	700-1000k	afternoon	bad	4	not found
3378	Kazan	white	2	500-700k	night	bad	3	found
3379	Samara	red	4	300-500k	afternoon	mixed	1	not found
3380	Samara	black	2	1000-2000k	night	good	1	not found
3381	Yekaterinburg	blue	5+	150-200k	morning	bad	5+	not found
3382	Chelyabinsk	white	5+	2000k+	evening	bad	4	found
3383	Moscow	blue	4	500-700k	evening	good	4	not found
3384	Saint Petersburg	grey	5+	2000k+	afternoon	mixed	3	found
3385	Samara	black	2	150-200k	night	bad	1	not found
3386	Moscow	grey	4	150-200k	morning	mixed	5+	not found
3387	Saint Petersburg	grey	2	700-1000k	morning	mixed	5+	found
3388	Samara	black	4	500-700k	night	bad	1	found
3389	Moscow	grey	4	500-700k	evening	bad	3	not found
3390	Saint Petersburg	black	4	700-1000k	night	mixed	3	found
3391	Kazan	white	2	200-300k	night	mixed	4	found
3392	Chelyabinsk	red	5+	300-500k	evening	bad	2	not found
3393	Novosibirsk	white	2	700-1000k	morning	good	2	found
3394	Chelyabinsk	white	2	2000k+	evening	mixed	4	not found
3395	Moscow	blue	5+	2000k+	afternoon	mixed	2	not found
3396	Saint Petersburg	red	4	500-700k	morning	good	2	not found
3397	Saint Petersburg	red	2	500-700k	afternoon	mixed	3	not found
3398	Chelyabinsk	red	5+	700-1000k	afternoon	bad	1	found
3399	Yekaterinburg	grey	5+	500-700k	night	bad	2	not found
3400	Moscow	blue	5+	700-1000k	afternoon	good	2	not found
3401	Saint Petersburg	black	5+	500-700k	afternoon	good	3	found
3402	Novosibirsk	grey	2	150-200k	afternoon	bad	1	not found
3403	Novosibirsk	red	2	150-200k	morning	bad	1	found
3404	Moscow	red	4	700-1000k	night	good	2	not found
3405	Novosibirsk	grey	4	150-200k	night	bad	1	not found
3406	Novosibirsk	red	4	1000-2000k	night	bad	3	not found
3407	Yekaterinburg	red	2	150-200k	morning	bad	2	found
3408	Moscow	blue	5+	1000-2000k	night	good	3	not found
3409	Yekaterinburg	blue	5+	300-500k	evening	bad	4	not found
3410	Novosibirsk	black	5+	150-200k	evening	mixed	2	found
3411	Saint Petersburg	black	5+	150-200k	night	bad	2	not found
3412	Yekaterinburg	red	5+	300-500k	afternoon	bad	4	not found
3413	Yekaterinburg	blue	5+	150-200k	evening	bad	5+	not found
3414	Saint Petersburg	blue	5+	300-500k	evening	good	5+	found
3415	Kazan	black	2	1000-2000k	night	mixed	4	found
3416	Samara	red	2	300-500k	afternoon	good	1	found
3417	Saint Petersburg	black	2	200-300k	night	bad	1	found
3418	Moscow	red	5+	300-500k	afternoon	bad	1	not found
3419	Saint Petersburg	white	2	2000k+	evening	bad	3	found
3420	Saint Petersburg	red	4	2000k+	afternoon	good	1	found
3421	Saint Petersburg	red	5+	200-300k	evening	mixed	5+	found
3422	Samara	red	4	700-1000k	night	good	3	found
3423	Samara	black	2	200-300k	evening	good	5+	not found
3424	Saint Petersburg	blue	5+	700-1000k	evening	good	3	found
3425	Chelyabinsk	grey	2	1000-2000k	morning	good	1	not found
3426	Saint Petersburg	black	4	700-1000k	afternoon	mixed	5+	not found
3427	Samara	red	4	700-1000k	morning	bad	4	not found
3428	Chelyabinsk	black	4	200-300k	afternoon	mixed	5+	found
3429	Saint Petersburg	blue	4	300-500k	morning	mixed	3	not found
3430	Saint Petersburg	white	4	700-1000k	evening	bad	4	found
3431	Yekaterinburg	grey	4	1000-2000k	afternoon	mixed	3	not found
3432	Samara	white	5+	200-300k	morning	bad	3	not found
3433	Novosibirsk	grey	4	300-500k	evening	bad	4	found
3434	Chelyabinsk	grey	5+	1000-2000k	afternoon	bad	5+	found
3435	Samara	white	2	1000-2000k	night	bad	5+	found
3436	Moscow	white	5+	500-700k	evening	good	1	not found
3437	Samara	blue	2	200-300k	evening	bad	4	found
3438	Samara	black	5+	500-700k	morning	bad	3	not found
3439	Yekaterinburg	red	2	2000k+	afternoon	bad	5+	found
3440	Kazan	blue	4	500-700k	morning	good	4	found
3441	Saint Petersburg	white	2	500-700k	night	bad	4	found
3442	Samara	black	4	2000k+	morning	good	5+	found
3443	Chelyabinsk	red	5+	500-700k	afternoon	bad	4	found
3444	Chelyabinsk	red	4	500-700k	evening	mixed	2	found
3445	Novosibirsk	blue	2	2000k+	afternoon	bad	5+	not found
3446	Samara	blue	4	200-300k	evening	bad	2	found
3447	Chelyabinsk	red	4	500-700k	evening	good	1	not found
3448	Saint Petersburg	blue	2	700-1000k	morning	mixed	2	not found
3449	Kazan	red	2	2000k+	afternoon	good	2	not found
3450	Chelyabinsk	grey	5+	300-500k	night	mixed	2	found
3451	Chelyabinsk	white	5+	150-200k	night	good	1	found
3452	Yekaterinburg	grey	5+	300-500k	night	bad	5+	found
3453	Kazan	grey	5+	2000k+	morning	bad	5+	found
3454	Saint Petersburg	black	5+	700-1000k	afternoon	mixed	5+	found
3455	Kazan	blue	4	700-1000k	night	bad	1	not found
3456	Moscow	blue	2	300-500k	evening	bad	5+	not found
3457	Chelyabinsk	grey	4	300-500k	afternoon	mixed	5+	found
3458	Kazan	blue	5+	500-700k	afternoon	good	1	not found
3459	Saint Petersburg	blue	5+	300-500k	night	mixed	1	found
3460	Novosibirsk	grey	5+	2000k+	night	mixed	2	found
3461	Yekaterinburg	grey	4	500-700k	night	bad	5+	found
3462	Novosibirsk	white	2	150-200k	night	good	1	not found
3463	Chelyabinsk	grey	4	150-200k	night	bad	5+	not found
3464	Samara	red	5+	200-300k	morning	bad	2	not found
3465	Novosibirsk	red	2	1000-2000k	night	bad	5+	found
3466	Kazan	black	4	500-700k	evening	mixed	1	not found
3467	Samara	blue	2	2000k+	evening	mixed	4	not found
3468	Moscow	grey	5+	300-500k	afternoon	bad	4	not found
3469	Yekaterinburg	grey	5+	300-500k	afternoon	bad	4	not found
3470	Saint Petersburg	white	4	700-1000k	night	bad	1	not found
3471	Samara	red	5+	1000-2000k	afternoon	bad	4	found
3472	Saint Petersburg	black	5+	500-700k	morning	mixed	3	not found
3473	Chelyabinsk	black	2	150-200k	evening	bad	3	not found
3474	Chelyabinsk	black	5+	200-300k	night	bad	4	found
3475	Saint Petersburg	red	2	500-700k	night	good	3	found
3476	Yekaterinburg	blue	5+	150-200k	afternoon	mixed	2	found
3477	Samara	grey	2	300-500k	evening	good	3	not found
3478	Novosibirsk	grey	4	700-1000k	morning	bad	3	not found
3479	Moscow	blue	4	150-200k	night	mixed	2	found
3480	Kazan	grey	4	200-300k	evening	good	5+	not found
3481	Saint Petersburg	blue	2	2000k+	evening	good	5+	not found
3482	Novosibirsk	red	2	1000-2000k	evening	mixed	3	found
3483	Chelyabinsk	black	4	1000-2000k	evening	good	1	not found
3484	Chelyabinsk	white	5+	150-200k	night	bad	1	found
3485	Yekaterinburg	red	4	2000k+	evening	bad	5+	not found
3486	Novosibirsk	grey	5+	2000k+	night	bad	3	found
3487	Novosibirsk	red	2	2000k+	afternoon	bad	5+	found
3488	Saint Petersburg	grey	5+	1000-2000k	night	bad	3	not found
3489	Chelyabinsk	white	4	1000-2000k	morning	bad	2	not found
3490	Novosibirsk	grey	4	2000k+	morning	good	1	not found
3491	Saint Petersburg	white	2	500-700k	evening	mixed	5+	found
3492	Yekaterinburg	blue	2	1000-2000k	night	bad	5+	found
3493	Samara	black	4	2000k+	morning	good	5+	not found
3494	Chelyabinsk	grey	5+	150-200k	evening	bad	3	not found
3495	Yekaterinburg	blue	5+	1000-2000k	evening	good	1	found
3496	Chelyabinsk	blue	2	300-500k	morning	good	5+	not found
3497	Kazan	red	4	1000-2000k	morning	good	2	not found
3498	Kazan	red	5+	150-200k	evening	bad	2	not found
3499	Moscow	blue	2	300-500k	night	good	4	found
3500	Yekaterinburg	red	2	2000k+	evening	mixed	4	found
3501	Samara	blue	4	300-500k	night	bad	5+	not found
3502	Kazan	red	2	200-300k	afternoon	good	1	not found
3503	Chelyabinsk	black	2	300-500k	morning	bad	2	found
3504	Kazan	blue	4	150-200k	night	mixed	4	found
3505	Chelyabinsk	black	4	300-500k	afternoon	bad	4	found
3506	Kazan	red	4	2000k+	evening	mixed	3	not found
3507	Chelyabinsk	blue	4	300-500k	afternoon	bad	5+	not found
3508	Chelyabinsk	red	2	700-1000k	night	bad	2	not found
3509	Samara	grey	2	200-300k	afternoon	mixed	2	not found
3510	Chelyabinsk	grey	5+	2000k+	afternoon	bad	1	found
3511	Novosibirsk	white	2	2000k+	night	good	4	not found
3512	Samara	white	2	1000-2000k	night	good	2	not found
3513	Saint Petersburg	black	2	500-700k	night	good	5+	not found
3514	Moscow	white	5+	700-1000k	evening	mixed	3	not found
3515	Moscow	red	2	1000-2000k	night	good	5+	found
3516	Novosibirsk	red	5+	150-200k	afternoon	good	5+	found
3517	Yekaterinburg	blue	2	150-200k	evening	mixed	2	not found
3518	Chelyabinsk	white	4	500-700k	night	mixed	2	found
3519	Moscow	white	4	200-300k	morning	good	1	found
3520	Chelyabinsk	black	4	300-500k	afternoon	good	1	found
3521	Moscow	red	5+	500-700k	evening	mixed	4	not found
3522	Kazan	black	2	1000-2000k	night	bad	1	not found
3523	Chelyabinsk	black	5+	200-300k	evening	bad	2	not found
3524	Novosibirsk	blue	4	700-1000k	evening	bad	1	found
3525	Samara	black	4	700-1000k	morning	bad	1	found
3526	Saint Petersburg	blue	2	500-700k	morning	good	3	not found
3527	Chelyabinsk	blue	4	150-200k	evening	good	5+	found
3528	Saint Petersburg	red	5+	1000-2000k	evening	good	2	found
3529	Kazan	white	4	2000k+	morning	good	4	found
3530	Yekaterinburg	black	2	300-500k	afternoon	bad	4	not found
3531	Novosibirsk	red	5+	1000-2000k	night	bad	3	found
3532	Chelyabinsk	blue	5+	500-700k	morning	good	5+	not found
3533	Yekaterinburg	blue	5+	1000-2000k	evening	mixed	5+	not found
3534	Moscow	blue	5+	1000-2000k	evening	bad	1	not found
3535	Chelyabinsk	grey	4	500-700k	evening	mixed	4	found
3536	Novosibirsk	white	2	700-1000k	afternoon	bad	4	not found
3537	Yekaterinburg	white	4	500-700k	evening	bad	3	found
3538	Moscow	blue	2	200-300k	afternoon	mixed	1	not found
3539	Yekaterinburg	red	5+	500-700k	afternoon	bad	2	found
3540	Moscow	blue	2	2000k+	evening	mixed	1	found
3541	Chelyabinsk	black	4	150-200k	afternoon	bad	1	found
3542	Kazan	red	2	300-500k	night	mixed	2	found
3543	Samara	red	4	2000k+	night	bad	4	not found
3544	Yekaterinburg	red	2	150-200k	morning	bad	1	found
3545	Yekaterinburg	white	2	1000-2000k	evening	bad	2	found
3546	Novosibirsk	white	5+	300-500k	morning	bad	1	found
3547	Samara	grey	2	700-1000k	night	good	1	found
3548	Samara	white	2	500-700k	night	bad	1	not found
3549	Samara	black	5+	1000-2000k	afternoon	bad	1	not found
3550	Kazan	red	2	300-500k	morning	mixed	3	not found
3551	Moscow	red	5+	700-1000k	afternoon	bad	2	not found
3552	Novosibirsk	red	2	1000-2000k	evening	bad	1	found
3553	Novosibirsk	white	5+	500-700k	night	bad	1	not found
3554	Kazan	black	2	2000k+	afternoon	bad	1	not found
3555	Moscow	black	4	2000k+	evening	bad	1	not found
3556	Chelyabinsk	black	4	300-500k	night	mixed	1	not found
3557	Kazan	grey	5+	2000k+	afternoon	mixed	4	found
3558	Kazan	white	2	200-300k	morning	mixed	3	found
3559	Novosibirsk	white	4	1000-2000k	afternoon	mixed	1	not found
3560	Yekaterinburg	red	5+	150-200k	evening	mixed	4	found
3561	Novosibirsk	red	2	500-700k	evening	bad	5+	not found
3562	Moscow	red	4	200-300k	morning	good	4	not found
3563	Saint Petersburg	blue	4	150-200k	morning	mixed	2	found
3564	Novosibirsk	grey	2	700-1000k	afternoon	good	1	found
3565	Samara	blue	2	150-200k	night	bad	1	found
3566	Saint Petersburg	white	4	2000k+	evening	bad	3	not found
3567	Samara	blue	2	1000-2000k	morning	mixed	3	found
3568	Saint Petersburg	black	5+	500-700k	evening	mixed	3	found
3569	Samara	grey	2	300-500k	afternoon	bad	1	not found
3570	Samara	black	2	1000-2000k	morning	good	2	not found
3571	Yekaterinburg	red	2	300-500k	evening	good	1	not found
3572	Kazan	blue	4	1000-2000k	morning	mixed	1	found
3573	Moscow	grey	4	200-300k	evening	good	4	found
3574	Yekaterinburg	blue	2	300-500k	morning	mixed	5+	not found
